Date	Hours	FI
02-05-2014	10-11	36.33
02-05-2014	11-12	35.99
02-05-2014	12-13	35.82
02-05-2014	13-14	32.38
02-05-2014	14-15	30.37
02-05-2014	15-16	30.07
02-05-2014	16-17	29.9
02-05-2014	17-18	29.96
02-05-2014	18-19	31.95
02-05-2014	19-20	33.26
02-05-2014	20-21	33.77
02-05-2014	21-22	33.98
02-05-2014	22-23	33.06
02-05-2014	23-00	30.33
03-05-2014	00-01	30.28
03-05-2014	01-02	29.12
03-05-2014	02-03	28.61
03-05-2014	03-04	28.56
03-05-2014	04-05	28.48
03-05-2014	05-06	27.89
03-05-2014	06-07	26.97
03-05-2014	07-08	28.93
03-05-2014	08-09	32.17
03-05-2014	09-10	32.97
03-05-2014	10-11	32.6
03-05-2014	11-12	30.66
03-05-2014	12-13	30.43
03-05-2014	13-14	29.32
03-05-2014	14-15	28.36
03-05-2014	15-16	27.75
03-05-2014	16-17	27.12
03-05-2014	17-18	28.59
03-05-2014	18-19	30.08
03-05-2014	19-20	32.41
03-05-2014	20-21	33
03-05-2014	21-22	33.19
03-05-2014	22-23	33
03-05-2014	23-00	30.59
04-05-2014	00-01	28.45
04-05-2014	01-02	26.01
04-05-2014	02-03	24.8
04-05-2014	03-04	25.97
04-05-2014	04-05	25.98
04-05-2014	05-06	26.26
04-05-2014	06-07	27.17
04-05-2014	07-08	27.62
04-05-2014	08-09	29.61
04-05-2014	09-10	30.06
04-05-2014	10-11	30.17
04-05-2014	11-12	30.37
04-05-2014	12-13	30.21
04-05-2014	13-14	30.19
04-05-2014	14-15	30.18
04-05-2014	15-16	30.1
04-05-2014	16-17	30.17
04-05-2014	17-18	31
04-05-2014	18-19	31.13
04-05-2014	19-20	33.13
04-05-2014	20-21	34.27
04-05-2014	21-22	36.42
04-05-2014	22-23	36.43
04-05-2014	23-00	33.88
05-05-2014	00-01	31.27
05-05-2014	01-02	29.99
05-05-2014	02-03	29.71
05-05-2014	03-04	29.91
05-05-2014	04-05	30.95
05-05-2014	05-06	32.58
05-05-2014	06-07	39.79
05-05-2014	07-08	44.08
05-05-2014	08-09	56.93
05-05-2014	09-10	55.64
05-05-2014	10-11	55.26
05-05-2014	11-12	52.97
05-05-2014	12-13	52.95
05-05-2014	13-14	47.9
05-05-2014	14-15	41.66
05-05-2014	15-16	39.38
05-05-2014	16-17	35.59
05-05-2014	17-18	36.98
05-05-2014	18-19	42.32
05-05-2014	19-20	46.2
05-05-2014	20-21	46.99
05-05-2014	21-22	42.93
05-05-2014	22-23	36.78
05-05-2014	23-00	31.2
06-05-2014	00-01	30.81
06-05-2014	01-02	30
06-05-2014	02-03	29.5
06-05-2014	03-04	29.28
06-05-2014	04-05	29.35
06-05-2014	05-06	31.47
06-05-2014	06-07	47.43
06-05-2014	07-08	54.04
06-05-2014	08-09	80.04
06-05-2014	09-10	57.08
06-05-2014	10-11	50.04
06-05-2014	11-12	47.49
06-05-2014	12-13	56.39
06-05-2014	13-14	35.48
06-05-2014	14-15	33.61
06-05-2014	15-16	33.26
06-05-2014	16-17	32.38
06-05-2014	17-18	34.32
06-05-2014	18-19	37.04
06-05-2014	19-20	34.45
06-05-2014	20-21	34.2
06-05-2014	21-22	34.61
06-05-2014	22-23	33.54
06-05-2014	23-00	31.08
07-05-2014	00-01	29.35
07-05-2014	01-02	28.61
07-05-2014	02-03	27.69
07-05-2014	03-04	27.91
07-05-2014	04-05	28.62
07-05-2014	05-06	31.64
07-05-2014	06-07	35.97
07-05-2014	07-08	43.94
07-05-2014	08-09	47.5
07-05-2014	09-10	46.89
07-05-2014	10-11	48.95
07-05-2014	11-12	49.55
07-05-2014	12-13	47.1
07-05-2014	13-14	47.17
07-05-2014	14-15	46.81
07-05-2014	15-16	36.95
07-05-2014	16-17	35.31
07-05-2014	17-18	34.92
07-05-2014	18-19	35.16
07-05-2014	19-20	36.72
07-05-2014	20-21	36.79
07-05-2014	21-22	36.95
07-05-2014	22-23	34.5
07-05-2014	23-00	30.91
08-05-2014	00-01	32.59
08-05-2014	01-02	31.9
08-05-2014	02-03	31.41
08-05-2014	03-04	31.22
08-05-2014	04-05	31.51
08-05-2014	05-06	33.53
08-05-2014	06-07	36.66
08-05-2014	07-08	46.01
08-05-2014	08-09	53.78
08-05-2014	09-10	47.29
08-05-2014	10-11	41.21
08-05-2014	11-12	38.12
08-05-2014	12-13	39.63
08-05-2014	13-14	39.79
08-05-2014	14-15	38.84
08-05-2014	15-16	37.71
08-05-2014	16-17	36.4
08-05-2014	17-18	36.94
08-05-2014	18-19	37.56
08-05-2014	19-20	40
08-05-2014	20-21	47.6
08-05-2014	21-22	43.18
08-05-2014	22-23	36.69
08-05-2014	23-00	33.02
09-05-2014	00-01	32.03
09-05-2014	01-02	31.85
09-05-2014	02-03	31.48
09-05-2014	03-04	31.48
09-05-2014	04-05	32.26
09-05-2014	05-06	36.19
09-05-2014	06-07	39.54
09-05-2014	07-08	48.13
09-05-2014	08-09	56.4
09-05-2014	09-10	55.47
09-05-2014	10-11	54.29
09-05-2014	11-12	52.84
09-05-2014	12-13	48.1
09-05-2014	13-14	46.89
09-05-2014	14-15	41.62
09-05-2014	15-16	39.18
09-05-2014	16-17	37.19
09-05-2014	17-18	38.83
09-05-2014	18-19	37.77
09-05-2014	19-20	36.91
09-05-2014	20-21	36.25
09-05-2014	21-22	40.18
09-05-2014	22-23	36.22
09-05-2014	23-00	33.24
10-05-2014	00-01	30.66
10-05-2014	01-02	30.2
10-05-2014	02-03	29.93
10-05-2014	03-04	29.52
10-05-2014	04-05	28.87
10-05-2014	05-06	28.9
10-05-2014	06-07	29.49
10-05-2014	07-08	30.09
10-05-2014	08-09	30.98
10-05-2014	09-10	32.35
10-05-2014	10-11	32.8
10-05-2014	11-12	32.7
10-05-2014	12-13	32.26
10-05-2014	13-14	31.85
10-05-2014	14-15	31.84
10-05-2014	15-16	31.5
10-05-2014	16-17	31.73
10-05-2014	17-18	32.52
10-05-2014	18-19	33.99
10-05-2014	19-20	33.99
10-05-2014	20-21	33.1
10-05-2014	21-22	32.92
10-05-2014	22-23	32.55
10-05-2014	23-00	30.95
11-05-2014	00-01	30.66
11-05-2014	01-02	30.1
11-05-2014	02-03	30.02
11-05-2014	03-04	29.91
11-05-2014	04-05	28.75
11-05-2014	05-06	28.39
11-05-2014	06-07	28.84
11-05-2014	07-08	29.28
11-05-2014	08-09	30.79
11-05-2014	09-10	32.07
11-05-2014	10-11	33.04
11-05-2014	11-12	33.36
11-05-2014	12-13	33.08
11-05-2014	13-14	32.88
11-05-2014	14-15	32.72
11-05-2014	15-16	32.59
11-05-2014	16-17	32.96
11-05-2014	17-18	33.87
11-05-2014	18-19	34.24
11-05-2014	19-20	34.65
11-05-2014	20-21	34.2
11-05-2014	21-22	36.13
11-05-2014	22-23	33.41
11-05-2014	23-00	31.15
12-05-2014	00-01	30.19
12-05-2014	01-02	29.72
12-05-2014	02-03	29.64
12-05-2014	03-04	29.72
12-05-2014	04-05	30.37
12-05-2014	05-06	34.82
12-05-2014	06-07	40.72
12-05-2014	07-08	58.99
12-05-2014	08-09	67.52
12-05-2014	09-10	65.12
12-05-2014	10-11	65.49
12-05-2014	11-12	61.08
12-05-2014	12-13	57.77
12-05-2014	13-14	54.99
12-05-2014	14-15	51.05
12-05-2014	15-16	48.09
12-05-2014	16-17	42.85
12-05-2014	17-18	44.57
12-05-2014	18-19	42.35
12-05-2014	19-20	42.44
12-05-2014	20-21	41.89
12-05-2014	21-22	41.9
12-05-2014	22-23	37.49
12-05-2014	23-00	34.05
13-05-2014	00-01	32.68
13-05-2014	01-02	31.05
13-05-2014	02-03	30.51
13-05-2014	03-04	30.33
13-05-2014	04-05	31.02
13-05-2014	05-06	33.51
13-05-2014	06-07	37.44
13-05-2014	07-08	47.79
13-05-2014	08-09	58.51
13-05-2014	09-10	55.49
13-05-2014	10-11	52.39
13-05-2014	11-12	53.3
13-05-2014	12-13	47.78
13-05-2014	13-14	41.63
13-05-2014	14-15	39.47
13-05-2014	15-16	38.54
13-05-2014	16-17	37.45
13-05-2014	17-18	37.73
13-05-2014	18-19	40.94
13-05-2014	19-20	40.79
13-05-2014	20-21	38.78
13-05-2014	21-22	39.09
13-05-2014	22-23	37.1
13-05-2014	23-00	33.37
14-05-2014	00-01	30.1
14-05-2014	01-02	30.06
14-05-2014	02-03	30.05
14-05-2014	03-04	30.15
14-05-2014	04-05	31.02
14-05-2014	05-06	33.61
14-05-2014	06-07	36.76
14-05-2014	07-08	45.49
14-05-2014	08-09	57.03
14-05-2014	09-10	61.1
14-05-2014	10-11	63.36
14-05-2014	11-12	64.88
14-05-2014	12-13	60.69
14-05-2014	13-14	48.58
14-05-2014	14-15	48.01
14-05-2014	15-16	48.04
14-05-2014	16-17	43.15
14-05-2014	17-18	37.73
14-05-2014	18-19	37.95
14-05-2014	19-20	38
14-05-2014	20-21	38.81
14-05-2014	21-22	40.66
14-05-2014	22-23	37.46
14-05-2014	23-00	32.53
15-05-2014	00-01	31.01
15-05-2014	01-02	30.5
15-05-2014	02-03	29.58
15-05-2014	03-04	29.4
15-05-2014	04-05	30.05
15-05-2014	05-06	31.31
15-05-2014	06-07	38.64
15-05-2014	07-08	48.58
15-05-2014	08-09	69.9
15-05-2014	09-10	52.96
15-05-2014	10-11	49.81
15-05-2014	11-12	48.8
15-05-2014	12-13	49.05
15-05-2014	13-14	40.97
15-05-2014	14-15	38.91
15-05-2014	15-16	37.32
15-05-2014	16-17	34.27
15-05-2014	17-18	34.96
15-05-2014	18-19	38.12
15-05-2014	19-20	40.57
15-05-2014	20-21	39.66
15-05-2014	21-22	35.3
15-05-2014	22-23	35.09
15-05-2014	23-00	32.08
16-05-2014	00-01	28.55
16-05-2014	01-02	26.41
16-05-2014	02-03	26.1
16-05-2014	03-04	24.61
16-05-2014	04-05	26.16
16-05-2014	05-06	29.29
16-05-2014	06-07	34.62
16-05-2014	07-08	49.98
16-05-2014	08-09	63
16-05-2014	09-10	54.06
16-05-2014	10-11	56.32
16-05-2014	11-12	56.31
16-05-2014	12-13	48.82
16-05-2014	13-14	37.41
16-05-2014	14-15	35.84
16-05-2014	15-16	34.75
16-05-2014	16-17	34.06
16-05-2014	17-18	32.47
16-05-2014	18-19	36.07
16-05-2014	19-20	36.77
16-05-2014	20-21	36.91
16-05-2014	21-22	36.93
16-05-2014	22-23	35.94
16-05-2014	23-00	33.1
17-05-2014	00-01	30
17-05-2014	01-02	28.56
17-05-2014	02-03	28.14
17-05-2014	03-04	27.48
17-05-2014	04-05	27.59
17-05-2014	05-06	26.68
17-05-2014	06-07	29.91
17-05-2014	07-08	30.65
17-05-2014	08-09	33.61
17-05-2014	09-10	33.56
17-05-2014	10-11	33.72
17-05-2014	11-12	33.48
17-05-2014	12-13	33
17-05-2014	13-14	31.83
17-05-2014	14-15	30.65
17-05-2014	15-16	31.65
17-05-2014	16-17	32.97
17-05-2014	17-18	34.02
17-05-2014	18-19	33.65
17-05-2014	19-20	32.71
17-05-2014	20-21	32.27
17-05-2014	21-22	34.52
17-05-2014	22-23	30.73
17-05-2014	23-00	30.01
18-05-2014	00-01	27.91
18-05-2014	01-02	25.9
18-05-2014	02-03	23.26
18-05-2014	03-04	20.92
18-05-2014	04-05	23.23
18-05-2014	05-06	22.59
18-05-2014	06-07	25.2
18-05-2014	07-08	26.49
18-05-2014	08-09	29.91
18-05-2014	09-10	30.16
18-05-2014	10-11	32.55
18-05-2014	11-12	33.23
18-05-2014	12-13	30.15
18-05-2014	13-14	29.91
18-05-2014	14-15	29.61
18-05-2014	15-16	29.52
18-05-2014	16-17	29.74
18-05-2014	17-18	30.03
18-05-2014	18-19	31.2
18-05-2014	19-20	32.48
18-05-2014	20-21	33.87
18-05-2014	21-22	34.36
18-05-2014	22-23	33.82
18-05-2014	23-00	30.06
19-05-2014	00-01	29.1
19-05-2014	01-02	26.97
19-05-2014	02-03	26.97
19-05-2014	03-04	27.62
19-05-2014	04-05	28.12
19-05-2014	05-06	29.8
19-05-2014	06-07	37.82
19-05-2014	07-08	49.95
19-05-2014	08-09	53.11
19-05-2014	09-10	50.39
19-05-2014	10-11	48.11
19-05-2014	11-12	48.36
19-05-2014	12-13	44
19-05-2014	13-14	42.43
19-05-2014	14-15	40.42
19-05-2014	15-16	38.67
19-05-2014	16-17	37.92
19-05-2014	17-18	41.18
19-05-2014	18-19	45.39
19-05-2014	19-20	42.05
19-05-2014	20-21	38.02
19-05-2014	21-22	40.35
19-05-2014	22-23	36.74
19-05-2014	23-00	32.49
20-05-2014	00-01	31.09
20-05-2014	01-02	29.92
20-05-2014	02-03	29.02
20-05-2014	03-04	29.19
20-05-2014	04-05	29.62
20-05-2014	05-06	31.5
20-05-2014	06-07	40.04
20-05-2014	07-08	53.18
20-05-2014	08-09	52.39
20-05-2014	09-10	46.82
20-05-2014	10-11	42.7
20-05-2014	11-12	41.22
20-05-2014	12-13	39.8
20-05-2014	13-14	39
20-05-2014	14-15	38.17
20-05-2014	15-16	36.97
20-05-2014	16-17	39.11
20-05-2014	17-18	41.9
20-05-2014	18-19	46.85
20-05-2014	19-20	44.96
20-05-2014	20-21	42.68
20-05-2014	21-22	41.89
20-05-2014	22-23	40.31
20-05-2014	23-00	35.07
21-05-2014	00-01	33.14
21-05-2014	01-02	31.61
21-05-2014	02-03	29.75
21-05-2014	03-04	29.01
21-05-2014	04-05	29.03
21-05-2014	05-06	31.95
21-05-2014	06-07	41.19
21-05-2014	07-08	51.18
21-05-2014	08-09	56.56
21-05-2014	09-10	53.77
21-05-2014	10-11	49.49
21-05-2014	11-12	53.13
21-05-2014	12-13	51.84
21-05-2014	13-14	46.82
21-05-2014	14-15	42.24
21-05-2014	15-16	40.3
21-05-2014	16-17	36.96
21-05-2014	17-18	38.69
21-05-2014	18-19	43.12
21-05-2014	19-20	47.11
21-05-2014	20-21	42.41
21-05-2014	21-22	37.76
21-05-2014	22-23	34.34
21-05-2014	23-00	29.76
22-05-2014	00-01	27.57
22-05-2014	01-02	24
22-05-2014	02-03	19.92
22-05-2014	03-04	15.03
22-05-2014	04-05	18.41
22-05-2014	05-06	30
22-05-2014	06-07	48.48
22-05-2014	07-08	74.71
22-05-2014	08-09	65.08
22-05-2014	09-10	72.76
22-05-2014	10-11	57.92
22-05-2014	11-12	76.04
22-05-2014	12-13	55.09
22-05-2014	13-14	35.25
22-05-2014	14-15	35.25
22-05-2014	15-16	33.89
22-05-2014	16-17	35.98
22-05-2014	17-18	37.35
22-05-2014	18-19	37.29
22-05-2014	19-20	34.8
22-05-2014	20-21	32.76
22-05-2014	21-22	34.08
22-05-2014	22-23	35.08
22-05-2014	23-00	32.19
23-05-2014	00-01	29.33
23-05-2014	01-02	28.23
23-05-2014	02-03	26.29
23-05-2014	03-04	24.64
23-05-2014	04-05	27.16
23-05-2014	05-06	29.01
23-05-2014	06-07	47.01
23-05-2014	07-08	76.08
23-05-2014	08-09	76.06
23-05-2014	09-10	62.93
23-05-2014	10-11	55.06
23-05-2014	11-12	71
23-05-2014	12-13	88
23-05-2014	13-14	44.99
23-05-2014	14-15	39.56
23-05-2014	15-16	36.49
23-05-2014	16-17	35.3
23-05-2014	17-18	35.68
23-05-2014	18-19	40.99
23-05-2014	19-20	34.55
23-05-2014	20-21	33.76
23-05-2014	21-22	32.76
23-05-2014	22-23	31.88
23-05-2014	23-00	30.24
24-05-2014	00-01	31.03
24-05-2014	01-02	29.3
24-05-2014	02-03	28.41
24-05-2014	03-04	27.17
24-05-2014	04-05	27.13
24-05-2014	05-06	27.47
24-05-2014	06-07	27.98
24-05-2014	07-08	30
24-05-2014	08-09	30.1
24-05-2014	09-10	31.74
24-05-2014	10-11	30.33
24-05-2014	11-12	29.81
24-05-2014	12-13	29
24-05-2014	13-14	26.93
24-05-2014	14-15	26.29
24-05-2014	15-16	27.13
24-05-2014	16-17	29.24
24-05-2014	17-18	30.82
24-05-2014	18-19	31.94
24-05-2014	19-20	32.88
24-05-2014	20-21	32.86
24-05-2014	21-22	32.15
24-05-2014	22-23	32.02
24-05-2014	23-00	30.9
25-05-2014	00-01	28
25-05-2014	01-02	23.45
25-05-2014	02-03	20.34
25-05-2014	03-04	16.18
25-05-2014	04-05	15.45
25-05-2014	05-06	15.79
25-05-2014	06-07	15.99
25-05-2014	07-08	25.96
25-05-2014	08-09	27.77
25-05-2014	09-10	29.47
25-05-2014	10-11	31.93
25-05-2014	11-12	32.7
25-05-2014	12-13	31.6
25-05-2014	13-14	29.86
25-05-2014	14-15	28.99
25-05-2014	15-16	28.5
25-05-2014	16-17	28.41
25-05-2014	17-18	30.16
25-05-2014	18-19	31.41
25-05-2014	19-20	35.24
25-05-2014	20-21	35.23
25-05-2014	21-22	35.92
25-05-2014	22-23	33.99
25-05-2014	23-00	30.02
26-05-2014	00-01	27.66
26-05-2014	01-02	24.79
26-05-2014	02-03	23.95
26-05-2014	03-04	19.63
26-05-2014	04-05	19.87
26-05-2014	05-06	28.53
26-05-2014	06-07	46.66
26-05-2014	07-08	67.89
26-05-2014	08-09	116.7
26-05-2014	09-10	89.97
26-05-2014	10-11	79.98
26-05-2014	11-12	105.39
26-05-2014	12-13	94.83
26-05-2014	13-14	80.05
26-05-2014	14-15	65.07
26-05-2014	15-16	55.17
26-05-2014	16-17	51.49
26-05-2014	17-18	49.28
26-05-2014	18-19	47.07
26-05-2014	19-20	44.99
26-05-2014	20-21	42.29
26-05-2014	21-22	44
26-05-2014	22-23	37.93
26-05-2014	23-00	31.57
27-05-2014	00-01	28.69
27-05-2014	01-02	26.23
27-05-2014	02-03	24.07
27-05-2014	03-04	24.13
27-05-2014	04-05	24.66
27-05-2014	05-06	27.88
27-05-2014	06-07	37.4
27-05-2014	07-08	69.67
27-05-2014	08-09	80.02
27-05-2014	09-10	80.09
27-05-2014	10-11	78.95
27-05-2014	11-12	80.06
27-05-2014	12-13	65.99
27-05-2014	13-14	44
27-05-2014	14-15	42.98
27-05-2014	15-16	40.96
27-05-2014	16-17	37.31
27-05-2014	17-18	36.32
27-05-2014	18-19	37.56
27-05-2014	19-20	35.22
27-05-2014	20-21	33.84
27-05-2014	21-22	33.13
27-05-2014	22-23	30.72
27-05-2014	23-00	27.1
28-05-2014	00-01	17.03
28-05-2014	01-02	15.84
28-05-2014	02-03	15.21
28-05-2014	03-04	15.11
28-05-2014	04-05	15.43
28-05-2014	05-06	26.25
28-05-2014	06-07	36.6
28-05-2014	07-08	65.63
28-05-2014	08-09	76.06
28-05-2014	09-10	61.34
28-05-2014	10-11	76.03
28-05-2014	11-12	80.03
28-05-2014	12-13	80.04
28-05-2014	13-14	41.59
28-05-2014	14-15	41.4
28-05-2014	15-16	37.4
28-05-2014	16-17	36.63
28-05-2014	17-18	35.23
28-05-2014	18-19	38.64
28-05-2014	19-20	38.47
28-05-2014	20-21	37.21
28-05-2014	21-22	35.25
28-05-2014	22-23	33.83
28-05-2014	23-00	29.81
29-05-2014	00-01	27.62
29-05-2014	01-02	26.26
29-05-2014	02-03	26.24
29-05-2014	03-04	25
29-05-2014	04-05	24.99
29-05-2014	05-06	23.92
29-05-2014	06-07	25.2
29-05-2014	07-08	28.66
29-05-2014	08-09	29.78
29-05-2014	09-10	31.7
29-05-2014	10-11	32.87
29-05-2014	11-12	32.78
29-05-2014	12-13	32.1
29-05-2014	13-14	30.87
29-05-2014	14-15	30.48
29-05-2014	15-16	29.66
29-05-2014	16-17	29.87
29-05-2014	17-18	30.19
29-05-2014	18-19	31.54
29-05-2014	19-20	32.75
29-05-2014	20-21	33.51
29-05-2014	21-22	35.65
29-05-2014	22-23	35.98
29-05-2014	23-00	30.06
30-05-2014	00-01	30.07
30-05-2014	01-02	29.1
30-05-2014	02-03	28.14
30-05-2014	03-04	27.5
30-05-2014	04-05	27.63
30-05-2014	05-06	28.94
30-05-2014	06-07	32.37
30-05-2014	07-08	37.76
30-05-2014	08-09	40.14
30-05-2014	09-10	41.43
30-05-2014	10-11	39.99
30-05-2014	11-12	39.98
30-05-2014	12-13	40.06
30-05-2014	13-14	35.63
30-05-2014	14-15	34.55
30-05-2014	15-16	34.69
30-05-2014	16-17	33.95
30-05-2014	17-18	37.11
30-05-2014	18-19	42.33
30-05-2014	19-20	40.22
30-05-2014	20-21	37.41
30-05-2014	21-22	35.44
30-05-2014	22-23	34.51
30-05-2014	23-00	31.34
31-05-2014	00-01	28.45
31-05-2014	01-02	25.27
31-05-2014	02-03	20.96
31-05-2014	03-04	19.63
31-05-2014	04-05	20.35
31-05-2014	05-06	20.35
31-05-2014	06-07	20.09
31-05-2014	07-08	24.94
31-05-2014	08-09	27.99
31-05-2014	09-10	29.06
31-05-2014	10-11	29.71
31-05-2014	11-12	29.89
31-05-2014	12-13	29.69
31-05-2014	13-14	29.18
31-05-2014	14-15	28.92
31-05-2014	15-16	28.65
31-05-2014	16-17	28.67
31-05-2014	17-18	28.93
31-05-2014	18-19	28.82
31-05-2014	19-20	28.89
31-05-2014	20-21	29.68
31-05-2014	21-22	29.14
31-05-2014	22-23	30.91
31-05-2014	23-00	28.5
01-06-2014	00-01	20.82
01-06-2014	01-02	16.64
01-06-2014	02-03	16.67
01-06-2014	03-04	15.04
01-06-2014	04-05	16.95
01-06-2014	05-06	17.03
01-06-2014	06-07	14.65
01-06-2014	07-08	15.17
01-06-2014	08-09	25.03
01-06-2014	09-10	27.74
01-06-2014	10-11	29.4
01-06-2014	11-12	29.9
01-06-2014	12-13	29.8
01-06-2014	13-14	29.37
01-06-2014	14-15	29.45
01-06-2014	15-16	29.68
01-06-2014	16-17	30.77
01-06-2014	17-18	32.53
01-06-2014	18-19	33.13
01-06-2014	19-20	33.48
01-06-2014	20-21	34.42
01-06-2014	21-22	34.93
01-06-2014	22-23	34.47
01-06-2014	23-00	31.32
02-06-2014	00-01	29.53
02-06-2014	01-02	28.37
02-06-2014	02-03	27.84
02-06-2014	03-04	27.96
02-06-2014	04-05	28.27
02-06-2014	05-06	29.08
02-06-2014	06-07	51.03
02-06-2014	07-08	76.03
02-06-2014	08-09	71.05
02-06-2014	09-10	79.08
02-06-2014	10-11	77.89
02-06-2014	11-12	120.9
02-06-2014	12-13	91.35
02-06-2014	13-14	74.92
02-06-2014	14-15	40.07
02-06-2014	15-16	39.58
02-06-2014	16-17	38.89
02-06-2014	17-18	38.7
02-06-2014	18-19	40.76
02-06-2014	19-20	42.89
02-06-2014	20-21	42.89
02-06-2014	21-22	41.91
02-06-2014	22-23	42.24
02-06-2014	23-00	35.57
03-06-2014	00-01	32.46
03-06-2014	01-02	30.65
03-06-2014	02-03	29.44
03-06-2014	03-04	28.78
03-06-2014	04-05	29.09
03-06-2014	05-06	30.11
03-06-2014	06-07	40.94
03-06-2014	07-08	48.29
03-06-2014	08-09	53.15
03-06-2014	09-10	52.19
03-06-2014	10-11	49.99
03-06-2014	11-12	52.51
03-06-2014	12-13	48.11
03-06-2014	13-14	46.09
03-06-2014	14-15	45.84
03-06-2014	15-16	44.37
03-06-2014	16-17	44.57
03-06-2014	17-18	47.02
03-06-2014	18-19	48.47
03-06-2014	19-20	48.97
03-06-2014	20-21	46.87
03-06-2014	21-22	44.48
03-06-2014	22-23	42.15
03-06-2014	23-00	36.6
04-06-2014	00-01	31.57
04-06-2014	01-02	30.05
04-06-2014	02-03	29.74
04-06-2014	03-04	28.78
04-06-2014	04-05	28.69
04-06-2014	05-06	29.8
04-06-2014	06-07	37.66
04-06-2014	07-08	47.44
04-06-2014	08-09	51.68
04-06-2014	09-10	49.52
04-06-2014	10-11	54.12
04-06-2014	11-12	49.5
04-06-2014	12-13	46.41
04-06-2014	13-14	46.87
04-06-2014	14-15	43.54
04-06-2014	15-16	42.8
04-06-2014	16-17	41.97
04-06-2014	17-18	42.23
04-06-2014	18-19	41.97
04-06-2014	19-20	41.91
04-06-2014	20-21	39.67
04-06-2014	21-22	37.24
04-06-2014	22-23	37.51
04-06-2014	23-00	30.09
05-06-2014	00-01	28.95
05-06-2014	01-02	28
05-06-2014	02-03	25.95
05-06-2014	03-04	23.68
05-06-2014	04-05	24.07
05-06-2014	05-06	25.65
05-06-2014	06-07	37.6
05-06-2014	07-08	42
05-06-2014	08-09	49.1
05-06-2014	09-10	54.81
05-06-2014	10-11	56.01
05-06-2014	11-12	55.22
05-06-2014	12-13	54.21
05-06-2014	13-14	46.69
05-06-2014	14-15	37.67
05-06-2014	15-16	36.8
05-06-2014	16-17	33.95
05-06-2014	17-18	33.01
05-06-2014	18-19	37.37
05-06-2014	19-20	40
05-06-2014	20-21	37.16
05-06-2014	21-22	36.83
05-06-2014	22-23	36.81
05-06-2014	23-00	31.31
06-06-2014	00-01	28.4
06-06-2014	01-02	27.05
06-06-2014	02-03	26.08
06-06-2014	03-04	25.04
06-06-2014	04-05	25.6
06-06-2014	05-06	28.32
06-06-2014	06-07	37.62
06-06-2014	07-08	53
06-06-2014	08-09	68.58
06-06-2014	09-10	82.41
06-06-2014	10-11	68.22
06-06-2014	11-12	65.65
06-06-2014	12-13	67.46
06-06-2014	13-14	56.55
06-06-2014	14-15	44.08
06-06-2014	15-16	40.02
06-06-2014	16-17	37.62
06-06-2014	17-18	36.34
06-06-2014	18-19	36.31
06-06-2014	19-20	37.98
06-06-2014	20-21	36.77
06-06-2014	21-22	34.26
06-06-2014	22-23	33.19
06-06-2014	23-00	29.62
07-06-2014	00-01	28.34
07-06-2014	01-02	26.07
07-06-2014	02-03	25.06
07-06-2014	03-04	24.73
07-06-2014	04-05	24.99
07-06-2014	05-06	25.08
07-06-2014	06-07	30.07
07-06-2014	07-08	34.59
07-06-2014	08-09	34.08
07-06-2014	09-10	36.82
07-06-2014	10-11	36.83
07-06-2014	11-12	36.83
07-06-2014	12-13	36.84
07-06-2014	13-14	36.88
07-06-2014	14-15	36.86
07-06-2014	15-16	36.89
07-06-2014	16-17	40.45
07-06-2014	17-18	37.8
07-06-2014	18-19	36.84
07-06-2014	19-20	34.94
07-06-2014	20-21	34.02
07-06-2014	21-22	33.06
07-06-2014	22-23	34.03
07-06-2014	23-00	30.57
08-06-2014	00-01	29
08-06-2014	01-02	25.58
08-06-2014	02-03	22.47
08-06-2014	03-04	18.19
08-06-2014	04-05	18.19
08-06-2014	05-06	22.47
08-06-2014	06-07	24.83
08-06-2014	07-08	25.23
08-06-2014	08-09	25.31
08-06-2014	09-10	30.68
08-06-2014	10-11	32.61
08-06-2014	11-12	34.55
08-06-2014	12-13	32.01
08-06-2014	13-14	30.62
08-06-2014	14-15	29.33
08-06-2014	15-16	29.64
08-06-2014	16-17	30
08-06-2014	17-18	31.22
08-06-2014	18-19	34.35
08-06-2014	19-20	34.9
08-06-2014	20-21	34.02
08-06-2014	21-22	34.09
08-06-2014	22-23	34.92
08-06-2014	23-00	30.22
09-06-2014	00-01	29.32
09-06-2014	01-02	25.24
09-06-2014	02-03	23.58
09-06-2014	03-04	21.21
09-06-2014	04-05	22.25
09-06-2014	05-06	25.08
09-06-2014	06-07	59.07
09-06-2014	07-08	99.97
09-06-2014	08-09	84.05
09-06-2014	09-10	80.46
09-06-2014	10-11	84.79
09-06-2014	11-12	81.46
09-06-2014	12-13	88.4
09-06-2014	13-14	67.1
09-06-2014	14-15	38.99
09-06-2014	15-16	40.41
09-06-2014	16-17	36.85
09-06-2014	17-18	30.95
09-06-2014	18-19	31.53
09-06-2014	19-20	34.16
09-06-2014	20-21	33.04
09-06-2014	21-22	31.7
09-06-2014	22-23	32.48
09-06-2014	23-00	27.8
10-06-2014	00-01	25.56
10-06-2014	01-02	17.83
10-06-2014	02-03	17.23
10-06-2014	03-04	16.82
10-06-2014	04-05	14.88
10-06-2014	05-06	18.94
10-06-2014	06-07	31.01
10-06-2014	07-08	40.12
10-06-2014	08-09	42.28
10-06-2014	09-10	42.87
